,Primary School,Primary Distance,Primary Latitude,Primary Longitude
JOO SENG RD BLK 10,CEDAR PRIMARY SCHOOL,537.5599015,1.3356131,103.8754605
POTONG PASIR AVE 1 BLK 130,ST. ANDREW'S JUNIOR SCHOOL,335.0348059,1.3314591,103.8650358
MARSILING LANE BLK 17,MARSILING PRIMARY SCHOOL,1086.089491,1.434119,103.7729776
MARSILING DR BLK 30,MARSILING PRIMARY SCHOOL,942.265895,1.434119,103.7729776
MARSILING DR BLK 23,MARSILING PRIMARY SCHOOL,818.612331,1.434119,103.7729776
MARSILING DR BLK 32,MARSILING PRIMARY SCHOOL,1029.759631,1.434119,103.7729776
WOODLANDS ST 13 BLK 145,MARSILING PRIMARY SCHOOL,221.2586434,1.434119,103.7729776
MARSILING DR BLK 33,MARSILING PRIMARY SCHOOL,1054.622241,1.434119,103.7729776
WOODLANDS ST 13 BLK 155,MARSILING PRIMARY SCHOOL,192.5747545,1.434119,103.7729776
MARSILING DR BLK 37,MARSILING PRIMARY SCHOOL,1224.279776,1.434119,103.7729776
YISHUN RING RD BLK 111,AHMAD IBRAHIM PRIMARY SCHOOL,473.6165225,1.4337349,103.8327825
YISHUN RING RD BLK 114,AHMAD IBRAHIM PRIMARY SCHOOL,664.6409582,1.4337349,103.8327825
YISHUN RING RD BLK 117,AHMAD IBRAHIM PRIMARY SCHOOL,604.8808868,1.4337349,103.8327825
YISHUN AVE 5 BLK 709,JIEMIN PRIMARY SCHOOL,343.8244612,1.427671,103.830498
YISHUN AVE 5 BLK 710,JIEMIN PRIMARY SCHOOL,336.1692584,1.427671,103.830498
YISHUN AVE 5 BLK 741,JIEMIN PRIMARY SCHOOL,384.0958253,1.427671,103.830498
YISHUN ST 11 BLK 134,AHMAD IBRAHIM PRIMARY SCHOOL,223.0519591,1.4337349,103.8327825
YISHUN ST 21 BLK 211,XISHAN PRIMARY SCHOOL,196.3452293,1.4334989,103.8378387
YISHUN ST 21 BLK 203,XISHAN PRIMARY SCHOOL,345.0762597,1.4334989,103.8378387
YISHUN RING RD BLK 141,JIEMIN PRIMARY SCHOOL,365.0372086,1.427671,103.830498
YISHUN ST 11 BLK 151,YISHUN PRIMARY SCHOOL,294.1953566,1.4334921,103.8337811
YISHUN ST 72 BLK 737,JIEMIN PRIMARY SCHOOL,260.4910255,1.427671,103.830498
YISHUN AVE 9 BLK 247,XISHAN PRIMARY SCHOOL,494.5318542,1.4334989,103.8378387
YISHUN AVE 9 BLK 250,CHONGFU SCHOOL,443.9297265,1.4388464,103.8393785
YISHUN ST 11 BLK 160,YISHUN PRIMARY SCHOOL,122.5303239,1.4334921,103.8337811
YISHUN ST 22 BLK 279,CHONGFU SCHOOL,244.7457571,1.4388464,103.8393785
YISHUN ST 71 BLK 726,JIEMIN PRIMARY SCHOOL,123.9749757,1.427671,103.830498
YISHUN ST 21 BLK 234,XISHAN PRIMARY SCHOOL,103.3739763,1.4334989,103.8378387
YISHUN ST 72 BLK 756,JIEMIN PRIMARY SCHOOL,316.5183136,1.427671,103.830498
YISHUN AVE 6 BLK 390,NORTH VIEW PRIMARY SCHOOL,186.167014,1.427616,103.848313
YISHUN ST 11 BLK 149,AHMAD IBRAHIM PRIMARY SCHOOL,239.2010893,1.4337349,103.8327825
YISHUN RING RD BLK 358,HUAMIN PRIMARY SCHOOL,188.5481872,1.427932,103.8447046
ANG MO KIO AVE 4 BLK 172,CHIJ ST. NICHOLAS GIRLS' SCHOOL,268.7251584,1.3743731,103.8342158
ANG MO KIO AVE 3 BLK 213,ANG MO KIO PRIMARY SCHOOL,219.3751192,1.3693469,103.839815
ANG MO KIO AVE 3 BLK 214,ANG MO KIO PRIMARY SCHOOL,258.2169545,1.3693469,103.839815
ANG MO KIO AVE 1 BLK 316,TECK GHEE PRIMARY SCHOOL,437.9567155,1.365396,103.8505239
ANG MO KIO AVE 4 BLK 112,CHIJ ST. NICHOLAS GIRLS' SCHOOL,374.4178035,1.3743731,103.8342158
ANG MO KIO AVE 4 BLK 107,ANG MO KIO PRIMARY SCHOOL,367.6495272,1.3693469,103.839815
ANG MO KIO AVE 4 BLK 106,ANG MO KIO PRIMARY SCHOOL,391.457663,1.3693469,103.839815
ANG MO KIO AVE 4 BLK 108,ANG MO KIO PRIMARY SCHOOL,246.6166516,1.3693469,103.839815
ANG MO KIO AVE 3 BLK 122,ANG MO KIO PRIMARY SCHOOL,391.8256313,1.3693469,103.839815
ANG MO KIO AVE 10 BLK 421,TECK GHEE PRIMARY SCHOOL,256.4771652,1.365396,103.8505239
ANG MO KIO AVE 10 BLK 440,TECK GHEE PRIMARY SCHOOL,415.8781891,1.365396,103.8505239
ANG MO KIO AVE 10 BLK 445,TECK GHEE PRIMARY SCHOOL,595.9848495,1.365396,103.8505239
ANG MO KIO AVE 10 BLK 448,DA QIAO PRIMARY SCHOOL,567.0923754,1.371901,103.858833
ANG MO KIO AVE 10 BLK 432,TECK GHEE PRIMARY SCHOOL,469.3265187,1.365396,103.8505239
ANG MO KIO AVE 3 BLK 587,JING SHAN PRIMARY SCHOOL,249.0175248,1.3723262,103.8517128
ANG MO KIO AVE 10 BLK 464,DA QIAO PRIMARY SCHOOL,607.7429323,1.371901,103.858833
ANG MO KIO AVE 10 BLK 462,DA QIAO PRIMARY SCHOOL,562.0891409,1.371901,103.858833
ANG MO KIO AVE 10 BLK 557,DA QIAO PRIMARY SCHOOL,127.7648408,1.371901,103.858833
ANG MO KIO AVE 10 BLK 536,JING SHAN PRIMARY SCHOOL,372.8147385,1.3723262,103.8517128
ANG MO KIO AVE 5 BLK 535,JING SHAN PRIMARY SCHOOL,303.8879907,1.3723262,103.8517128
ANG MO KIO AVE 5 BLK 602,CHIJ ST. NICHOLAS GIRLS' SCHOOL,715.4700009,1.3743731,103.8342158
ANG MO KIO AVE 5 BLK 606,CHIJ ST. NICHOLAS GIRLS' SCHOOL,610.2581391,1.3743731,103.8342158
ANG MO KIO AVE 8 BLK 509,JING SHAN PRIMARY SCHOOL,257.1080583,1.3723262,103.8517128
ANG MO KIO AVE 10 BLK 549,DA QIAO PRIMARY SCHOOL,219.8557839,1.371901,103.858833
ANG MO KIO AVE 4 BLK 624,ANDERSON PRIMARY SCHOOL,378.3548014,1.384692,103.841225
ANG MO KIO AVE 1 BLK 331,TECK GHEE PRIMARY SCHOOL,387.6081686,1.365396,103.8505239
ANG MO KIO AVE 4 BLK 173,CHIJ ST. NICHOLAS GIRLS' SCHOOL,235.7379481,1.3743731,103.8342158
ANG MO KIO AVE 4 BLK 631,MAYFLOWER PRIMARY SCHOOL,448.086273,1.376395,103.843181
ANG MO KIO AVE 1 BLK 304,TECK GHEE PRIMARY SCHOOL,622.0039573,1.365396,103.8505239
ANG MO KIO AVE 10 BLK 412,TOWNSVILLE PRIMARY SCHOOL,461.7925465,1.3600534,103.8537829
ANG MO KIO AVE 3 BLK 572,DA QIAO PRIMARY SCHOOL,376.9271115,1.371901,103.858833
ANG MO KIO AVE 3 BLK 563,DA QIAO PRIMARY SCHOOL,246.7692512,1.371901,103.858833
ANG MO KIO AVE 4 BLK 177,CHIJ ST. NICHOLAS GIRLS' SCHOOL,459.9815899,1.3743731,103.8342158
ANG MO KIO AVE 5 BLK 182,CHIJ ST. NICHOLAS GIRLS' SCHOOL,414.9385083,1.3743731,103.8342158
ANG MO KIO AVE 1 BLK 305,TECK GHEE PRIMARY SCHOOL,505.0894539,1.365396,103.8505239
ANG MO KIO AVE 10 BLK 458,DA QIAO PRIMARY SCHOOL,589.7048257,1.371901,103.858833
ANG MO KIO AVE 10 BLK 552,DA QIAO PRIMARY SCHOOL,239.4062317,1.371901,103.858833
BEDOK NTH AVE 4 BLK 102,RED SWASTIKA SCHOOL,324.4711499,1.3332677,103.9346109
BEDOK NTH RD BLK 109,RED SWASTIKA SCHOOL,136.4298537,1.3332677,103.9346109
BEDOK NTH RD BLK 77,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,627.2366575,1.334293,103.941092
BEDOK NTH ST 3 BLK 528,YU NENG PRIMARY SCHOOL,481.5703418,1.3338292,103.9318969
BEDOK NTH AVE 1 BLK 522,FENGSHAN PRIMARY SCHOOL,542.3731134,1.330225,103.931813
BEDOK NTH ST 1 BLK 201,FENGSHAN PRIMARY SCHOOL,608.3520221,1.330225,103.931813
CHAI CHEE ST BLK 45,EAST COAST PRIMARY SCHOOL,484.0450619,1.329414,103.920122
BEDOK RESERVOIR RD BLK 614,EAST COAST PRIMARY SCHOOL,508.2273639,1.329414,103.920122
BEDOK STH AVE 1 BLK 1,BEDOK GREEN PRIMARY SCHOOL,564.6224444,1.323989,103.937761
CHAI CHEE AVE BLK 37,OPERA ESTATE PRIMARY SCHOOL,735.4121265,1.3193914,103.9235753
BEDOK STH RD BLK 43,BEDOK GREEN PRIMARY SCHOOL,508.1948749,1.323989,103.937761
NEW UPP CHANGI RD BLK 64,BEDOK GREEN PRIMARY SCHOOL,240.8260723,1.323989,103.937761
BEDOK NTH AVE 2 BLK 513,YU NENG PRIMARY SCHOOL,303.2309926,1.3338292,103.9318969
BEDOK NTH RD BLK 705,DAMAI PRIMARY SCHOOL,182.6202287,1.3358357,103.9202895
BEDOK STH AVE 2 BLK 6,BEDOK GREEN PRIMARY SCHOOL,382.0599703,1.323989,103.937761
BEDOK STH AVE 2 BLK 5,BEDOK GREEN PRIMARY SCHOOL,443.4416366,1.323989,103.937761
BEDOK RESERVOIR RD BLK 103,TELOK KURAU PRIMARY SCHOOL,314.879231,1.3308237,103.911406
BEDOK RESERVOIR RD BLK 106,TELOK KURAU PRIMARY SCHOOL,261.8020496,1.3308237,103.911406
BEDOK NTH ST 4 BLK 90,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,249.0738233,1.334293,103.941092
BEDOK NTH AVE 3 BLK 506,RED SWASTIKA SCHOOL,151.4958175,1.3332677,103.9346109
BEDOK RESERVOIR RD BLK 715,DAMAI PRIMARY SCHOOL,365.6897268,1.3358357,103.9202895
BEDOK RESERVOIR RD BLK 714,DAMAI PRIMARY SCHOOL,365.7516569,1.3358357,103.9202895
CHAI CHEE ST BLK 53,EAST COAST PRIMARY SCHOOL,106.4904326,1.329414,103.920122
CHAI CHEE RD BLK 62,EAST COAST PRIMARY SCHOOL,454.8799392,1.329414,103.920122
CHAI CHEE AVE BLK 33,OPERA ESTATE PRIMARY SCHOOL,578.4246742,1.3193914,103.9235753
CHAI CHEE AVE BLK 34,OPERA ESTATE PRIMARY SCHOOL,621.0147774,1.3193914,103.9235753
SHUNFU RD BLK 303,CATHOLIC HIGH SCHOOL (PRIMARY),926.1100039,1.3546049,103.8451234
SHUNFU RD BLK 301,CATHOLIC HIGH SCHOOL (PRIMARY),959.4747587,1.3546049,103.8451234
BT BATOK WEST AVE 8 BLK 178,YUHUA PRIMARY SCHOOL,387.4897551,1.3429774,103.7409109
BT BATOK WEST AVE 8 BLK 179,YUHUA PRIMARY SCHOOL,340.7040357,1.3429774,103.7409109
BT BATOK ST 21 BLK 217,BUKIT VIEW PRIMARY SCHOOL,158.7222495,1.3459081,103.7534607
BT BATOK EAST AVE 5 BLK 231,BUKIT VIEW PRIMARY SCHOOL,376.8146584,1.3459081,103.7534607
BT BATOK WEST AVE 6 BLK 112,PRINCESS ELIZABETH PRIMARY SCHOOL,490.3649577,1.349245,103.7409454
BT BATOK ST 21 BLK 211,BUKIT VIEW PRIMARY SCHOOL,342.4847134,1.3459081,103.7534607
BT BATOK EAST AVE 5 BLK 251,LIANHUA PRIMARY SCHOOL,461.6787472,1.3536064,103.7544322
BT BATOK ST 32 BLK 313,DAZHONG PRIMARY SCHOOL,135.2896084,1.3593772,103.7480154
BT BATOK ST 21 BLK 202,BUKIT VIEW PRIMARY SCHOOL,552.3647622,1.3459081,103.7534607
BT BATOK ST 31 BLK 303,DAZHONG PRIMARY SCHOOL,269.650808,1.3593772,103.7480154
MOH GUAN TER BLK 48,ZHANGDE PRIMARY SCHOOL,544.8578759,1.284578,103.826193
TELOK BLANGAH RISE BLK 28,RADIN MAS PRIMARY SCHOOL,349.4213094,1.2750693,103.8238799
TELOK BLANGAH DR BLK 64,BLANGAH RISE PRIMARY SCHOOL,291.9177722,1.2761957,103.8086755
JLN BT MERAH BLK 145,RADIN MAS PRIMARY SCHOOL,788.9926811,1.2750693,103.8238799
JLN BT MERAH BLK 144,RADIN MAS PRIMARY SCHOOL,726.8047601,1.2750693,103.8238799
SILAT AVE BLK 148,RADIN MAS PRIMARY SCHOOL,810.0642702,1.2750693,103.8238799
BT PURMEI RD BLK 105,RADIN MAS PRIMARY SCHOOL,298.0122272,1.2750693,103.8238799
REDHILL CL BLK 10,GAN ENG SENG PRIMARY SCHOOL,126.6481562,1.2857625,103.8152625
JLN BT MERAH BLK 136,RADIN MAS PRIMARY SCHOOL,556.8244642,1.2750693,103.8238799
JLN BT HO SWEE BLK 46,ZHANGDE PRIMARY SCHOOL,418.994285,1.284578,103.826193
JLN BT HO SWEE BLK 34,ZHANGDE PRIMARY SCHOOL,404.552406,1.284578,103.826193
JLN BT HO SWEE BLK 4,ZHANGDE PRIMARY SCHOOL,648.1501719,1.284578,103.826193
BT MERAH VIEW BLK 129,ZHANGDE PRIMARY SCHOOL,273.2425781,1.284578,103.826193
TIONG BAHRU RD BLK 18,ZHANGDE PRIMARY SCHOOL,726.1406185,1.284578,103.826193
TELOK BLANGAH CRES BLK 6,RADIN MAS PRIMARY SCHOOL,693.2876121,1.2750693,103.8238799
TELOK BLANGAH CRES BLK 1,GAN ENG SENG PRIMARY SCHOOL,753.7486064,1.2857625,103.8152625
TELOK BLANGAH CRES BLK 21,RADIN MAS PRIMARY SCHOOL,380.6608216,1.2750693,103.8238799
TELOK BLANGAH RISE BLK 40,RADIN MAS PRIMARY SCHOOL,326.3712049,1.2750693,103.8238799
TELOK BLANGAH HTS BLK 61,BLANGAH RISE PRIMARY SCHOOL,380.6805241,1.2761957,103.8086755
KG BAHRU HILL BLK 22,CANTONMENT PRIMARY SCHOOL,415.2556964,1.2759498,103.8400024
HENDERSON CRES BLK 102,ALEXANDRA PRIMARY SCHOOL,224.680343,1.2912857,103.8235733
BT MERAH VIEW BLK 110,ALEXANDRA PRIMARY SCHOOL,442.8919431,1.2912857,103.8235733
DEPOT RD BLK 114,BLANGAH RISE PRIMARY SCHOOL,655.425467,1.2761957,103.8086755
TELOK BLANGAH RISE BLK 39,RADIN MAS PRIMARY SCHOOL,386.2257634,1.2750693,103.8238799
SPOTTISWOODE PK RD BLK 106,CANTONMENT PRIMARY SCHOOL,708.04174,1.2759498,103.8400024
EVERTON PK BLK 5,CANTONMENT PRIMARY SCHOOL,162.8915339,1.2759498,103.8400024
QUEEN'S RD BLK 1,NANYANG PRIMARY SCHOOL,360.865623,1.3210855,103.8077117
SHORT ST BLK 11,ST. MARGARET'S PRIMARY SCHOOL,561.9360029,1.304444,103.845851
TG PAGAR PLAZA BLK 5,CANTONMENT PRIMARY SCHOOL,327.3838294,1.2759498,103.8400024
TG PAGAR PLAZA BLK 1,CANTONMENT PRIMARY SCHOOL,316.5579446,1.2759498,103.8400024
KELANTAN RD BLK 28,STAMFORD PRIMARY SCHOOL,230.3585687,1.3039292,103.8572139
UPP CROSS ST BLK 533,CANTONMENT PRIMARY SCHOOL,1125.166868,1.2759498,103.8400024
SMITH ST BLK 335A,CANTONMENT PRIMARY SCHOOL,807.4507866,1.2759498,103.8400024
SAGO LANE BLK 4,CANTONMENT PRIMARY SCHOOL,726.9705102,1.2759498,103.8400024
WATERLOO ST BLK 262,STAMFORD PRIMARY SCHOOL,852.1708493,1.3039292,103.8572139
BUFFALO RD BLK 661,ST. MARGARET'S PRIMARY SCHOOL,569.4445805,1.304444,103.845851
QUEEN ST BLK 269B,STAMFORD PRIMARY SCHOOL,565.3502905,1.3039292,103.8572139
VEERASAMY RD BLK 634,STAMFORD PRIMARY SCHOOL,335.805269,1.3039292,103.8572139
TECK WHYE LANE BLK 20,TECK WHYE PRIMARY SCHOOL,553.7355331,1.3837636,103.7537174
CLEMENTI AVE 2 BLK 331,PEI TONG PRIMARY SCHOOL,238.0791957,1.3161197,103.7675906
CLEMENTI AVE 4 BLK 319,CLEMENTI PRIMARY SCHOOL,283.9118405,1.3155899,103.763047
CLEMENTI AVE 4 BLK 304,NAN HUA PRIMARY SCHOOL,399.2201126,1.319611,103.7615069
WEST COAST RD BLK 519,QIFA PRIMARY SCHOOL,645.8226943,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 714,QIFA PRIMARY SCHOOL,1114.819109,1.3128727,103.7568969
CLEMENTI AVE 4 BLK 317,CLEMENTI PRIMARY SCHOOL,311.4829872,1.3155899,103.763047
CLEMENTI WEST ST 2 BLK 730,QIFA PRIMARY SCHOOL,1138.181521,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 708,QIFA PRIMARY SCHOOL,980.4909647,1.3128727,103.7568969
CLEMENTI WEST ST 2 BLK 715,QIFA PRIMARY SCHOOL,1224.637321,1.3128727,103.7568969
CLEMENTI AVE 2 BLK 338,PEI TONG PRIMARY SCHOOL,203.8769175,1.3161197,103.7675906
CLEMENTI WEST ST 1 BLK 604,PEI TONG PRIMARY SCHOOL,1189.431603,1.3161197,103.7675906
CLEMENTI AVE 6 BLK 203,NAN HUA PRIMARY SCHOOL,157.3955793,1.319611,103.7615069
CIRCUIT RD BLK 43,CANOSSA CONVENT PRIMARY SCHOOL,403.168011,1.3265573,103.8818876
HAIG RD BLK 10,HAIG GIRLS' SCHOOL,824.7413937,1.3119421,103.9027084
HAIG RD BLK 1,HAIG GIRLS' SCHOOL,565.1243584,1.3119421,103.9027084
ALJUNIED CRES BLK 101,GEYLANG METHODIST SCHOOL (PRIMARY),308.9693973,1.3182152,103.8838417
CIRCUIT RD BLK 66,CANOSSA CONVENT PRIMARY SCHOOL,647.5752067,1.3265573,103.8818876
BALAM RD BLK 19,CANOSSA CONVENT PRIMARY SCHOOL,830.5561039,1.3265573,103.8818876
MACPHERSON LANE BLK 82,CANOSSA CONVENT PRIMARY SCHOOL,771.382679,1.3265573,103.8818876
ALJUNIED CRES BLK 97,GEYLANG METHODIST SCHOOL (PRIMARY),394.9536642,1.3182152,103.8838417
PAYA LEBAR WAY BLK 121,MACPHERSON PRIMARY SCHOOL,339.6062642,1.3247752,103.8816333
PAYA LEBAR WAY BLK 122,MACPHERSON PRIMARY SCHOOL,251.207306,1.3247752,103.8816333
GEYLANG EAST AVE 1 BLK 126,GEYLANG METHODIST SCHOOL (PRIMARY),345.8281461,1.3182152,103.8838417
UBI AVE 1 BLK 323,MAHA BODHI SCHOOL,316.4623382,1.3284092,103.9015303
UBI AVE 1 BLK 349,MAHA BODHI SCHOOL,312.7546385,1.3284092,103.9015303
UBI AVE 1 BLK 320,MAHA BODHI SCHOOL,322.8065441,1.3284092,103.9015303
EUNOS CRES BLK 14,EUNOS PRIMARY SCHOOL,187.5132912,1.3245231,103.9043036
EUNOS CRES BLK 23,EUNOS PRIMARY SCHOOL,253.9371933,1.3245231,103.9043036
PAYA LEBAR WAY BLK 124,MACPHERSON PRIMARY SCHOOL,305.2807274,1.3247752,103.8816333
HOUGANG AVE 1 BLK 126,METHODIST GIRLS' SCHOOL (PRIMARY),210.3750275,1.3504619,103.8852195
HOUGANG AVE 5 BLK 328,HOLY INNOCENTS' PRIMARY SCHOOL,392.7468771,1.366573,103.893711
HOUGANG ST 21 BLK 210,XINGHUA PRIMARY SCHOOL,276.9053412,1.3578717,103.8901506
HOUGANG ST 22 BLK 241,XINGHUA PRIMARY SCHOOL,228.7176137,1.3578717,103.8901506
HOUGANG AVE 7 BLK 335,CHIJ OUR LADY OF THE NATIVITY,453.813774,1.372971,103.898088
HOUGANG AVE 7 BLK 340,CHIJ OUR LADY OF THE NATIVITY,294.2345525,1.372971,103.898088
HOUGANG AVE 7 BLK 354,CHIJ OUR LADY OF THE NATIVITY,138.0334061,1.372971,103.898088
HOUGANG AVE 7 BLK 351,CHIJ OUR LADY OF THE NATIVITY,167.5354583,1.372971,103.898088
HOUGANG AVE 10 BLK 414,PUNGGOL PRIMARY SCHOOL,305.9249328,1.3774346,103.8945968
HOUGANG AVE 10 BLK 416,PUNGGOL PRIMARY SCHOOL,251.3549328,1.3774346,103.8945968
LOR AH SOO BLK 144,METHODIST GIRLS' SCHOOL (PRIMARY),282.198873,1.3504619,103.8852195
HOUGANG AVE 7 BLK 353,CHIJ OUR LADY OF THE NATIVITY,180.022643,1.372971,103.898088
JURONG EAST ST 21 BLK 231,YUHUA PRIMARY SCHOOL,376.5622781,1.3429774,103.7409109
JURONG EAST ST 13 BLK 102,FUHUA PRIMARY SCHOOL,193.2947993,1.3365456,103.7364909
JURONG EAST ST 21 BLK 205,YUHUA PRIMARY SCHOOL,642.3644846,1.3429774,103.7409109
TEBAN GDNS RD BLK 7,QIFA PRIMARY SCHOOL,1744.393561,1.3128727,103.7568969
TEBAN GDNS RD BLK 13,FUHUA PRIMARY SCHOOL,1703.07435,1.3365456,103.7364909
PANDAN GDNS BLK 411,QIFA PRIMARY SCHOOL,1318.522274,1.3128727,103.7568969
JURONG EAST AVE 1 BLK 341,JURONG PRIMARY SCHOOL,151.1756213,1.348343,103.732375
JURONG EAST ST 31 BLK 321,JURONG PRIMARY SCHOOL,248.7055399,1.348343,103.732375
JURONG EAST ST 13 BLK 108,FUHUA PRIMARY SCHOOL,205.9247586,1.3365456,103.7364909
JURONG EAST ST 21 BLK 206,YUHUA PRIMARY SCHOOL,586.9875482,1.3429774,103.7409109
TEBAN GDNS RD BLK 32,FUHUA PRIMARY SCHOOL,1685.130324,1.3365456,103.7364909
TEBAN GDNS RD BLK 41,FUHUA PRIMARY SCHOOL,1732.818557,1.3365456,103.7364909
JURONG EAST ST 32 BLK 310,JURONG PRIMARY SCHOOL,154.3809129,1.348343,103.732375
JURONG EAST ST 21 BLK 224,YUHUA PRIMARY SCHOOL,484.6864259,1.3429774,103.7409109
JURONG EAST ST 13 BLK 106,FUHUA PRIMARY SCHOOL,153.6234134,1.3365456,103.7364909
JURONG EAST ST 21 BLK 213,FUHUA PRIMARY SCHOOL,454.4166632,1.3365456,103.7364909
JURONG EAST ST 24 BLK 246,YUHUA PRIMARY SCHOOL,176.7644459,1.3429774,103.7409109
JURONG EAST ST 21 BLK 203,FUHUA PRIMARY SCHOOL,676.1973761,1.3365456,103.7364909
PANDAN GDNS BLK 401,QIFA PRIMARY SCHOOL,1109.191965,1.3128727,103.7568969
PANDAN GDNS BLK 407,QIFA PRIMARY SCHOOL,1175.560319,1.3128727,103.7568969
JURONG EAST ST 32 BLK 314,JURONG PRIMARY SCHOOL,210.4546416,1.348343,103.732375
JURONG EAST AVE 1 BLK 340,JURONG PRIMARY SCHOOL,287.6172904,1.348343,103.732375
JURONG EAST AVE 1 BLK 336,JURONG PRIMARY SCHOOL,276.1616841,1.348343,103.732375
JURONG EAST AVE 1 BLK 333,JURONG PRIMARY SCHOOL,371.6599611,1.348343,103.732375
JURONG EAST ST 21 BLK 216,FUHUA PRIMARY SCHOOL,371.0745911,1.3365456,103.7364909
JURONG EAST ST 31 BLK 325,JURONG PRIMARY SCHOOL,373.2156786,1.348343,103.732375
JURONG WEST ST 52 BLK 521,RULANG PRIMARY SCHOOL,188.5744062,1.34694,103.71896
JURONG WEST ST 52 BLK 513,RULANG PRIMARY SCHOOL,132.1137398,1.34694,103.71896
JURONG WEST AVE 1 BLK 438,SHUQUN PRIMARY SCHOOL,525.2433204,1.3471816,103.7215376
JURONG WEST ST 41 BLK 464,SHUQUN PRIMARY SCHOOL,363.8611103,1.3471816,103.7215376
JURONG WEST ST 41 BLK 459,SHUQUN PRIMARY SCHOOL,367.9672093,1.3471816,103.7215376
BOON LAY AVE BLK 216,CORPORATION PRIMARY SCHOOL,430.8257837,1.3508179,103.7077208
JURONG WEST ST 52 BLK 518,RULANG PRIMARY SCHOOL,222.880152,1.34694,103.71896
JURONG WEST ST 52 BLK 510,RULANG PRIMARY SCHOOL,176.5316163,1.34694,103.71896
JURONG WEST ST 42 BLK 413,SHUQUN PRIMARY SCHOOL,793.5396943,1.3471816,103.7215376
JURONG WEST ST 42 BLK 411,SHUQUN PRIMARY SCHOOL,828.3328081,1.3471816,103.7215376
JURONG WEST AVE 1 BLK 488,SHUQUN PRIMARY SCHOOL,571.0386161,1.3471816,103.7215376
JURONG WEST ST 41 BLK 478,SHUQUN PRIMARY SCHOOL,272.8283901,1.3471816,103.7215376
JURONG WEST ST 42 BLK 432,SHUQUN PRIMARY SCHOOL,646.0806595,1.3471816,103.7215376
JURONG WEST AVE 1 BLK 540,RULANG PRIMARY SCHOOL,575.026341,1.34694,103.71896
JURONG WEST AVE 1 BLK 428,SHUQUN PRIMARY SCHOOL,652.3622791,1.3471816,103.7215376
JURONG WEST ST 42 BLK 418,SHUQUN PRIMARY SCHOOL,712.1078512,1.3471816,103.7215376
JURONG WEST ST 42 BLK 417,JURONG PRIMARY SCHOOL,669.5427614,1.348343,103.732375
JURONG WEST ST 42 BLK 422,SHUQUN PRIMARY SCHOOL,661.444475,1.3471816,103.7215376
JURONG WEST ST 42 BLK 408,SHUQUN PRIMARY SCHOOL,856.8908936,1.3471816,103.7215376
JURONG WEST ST 41 BLK 461,SHUQUN PRIMARY SCHOOL,283.2188538,1.3471816,103.7215376
JURONG WEST ST 42 BLK 555,RULANG PRIMARY SCHOOL,748.1736745,1.34694,103.71896
JURONG WEST AVE 1 BLK 443,SHUQUN PRIMARY SCHOOL,539.4770221,1.3471816,103.7215376
JURONG WEST AVE 1 BLK 427,SHUQUN PRIMARY SCHOOL,647.9016282,1.3471816,103.7215376
JURONG WEST ST 41 BLK 468,SHUQUN PRIMARY SCHOOL,198.3692237,1.3471816,103.7215376
JURONG WEST ST 42 BLK 556,RULANG PRIMARY SCHOOL,752.1253509,1.34694,103.71896
JURONG WEST ST 42 BLK 409,SHUQUN PRIMARY SCHOOL,889.022337,1.3471816,103.7215376
ST. GEORGE'S RD BLK 3,HONG WEN SCHOOL,421.5241929,1.3217339,103.8576625
DORSET RD BLK 50,FARRER PARK PRIMARY SCHOOL,104.0383277,1.3122926,103.8508244
OWEN RD BLK 44,FARRER PARK PRIMARY SCHOOL,367.3454258,1.3122926,103.8508244
BEACH RD BLK 3,STAMFORD PRIMARY SCHOOL,923.5443681,1.3039292,103.8572139
ST. GEORGE'S LANE BLK 5,HONG WEN SCHOOL,289.9791709,1.3217339,103.8576625
ST. GEORGE'S LANE BLK 8,HONG WEN SCHOOL,331.4331567,1.3217339,103.8576625
CRAWFORD LANE BLK 462,STAMFORD PRIMARY SCHOOL,434.0581594,1.3039292,103.8572139
KG ARANG RD BLK 12,GEYLANG METHODIST SCHOOL (PRIMARY),1933.990602,1.3182152,103.8838417
CRAWFORD LANE BLK 463,STAMFORD PRIMARY SCHOOL,544.6733488,1.3039292,103.8572139
JLN BATU BLK 6,GEYLANG METHODIST SCHOOL (PRIMARY),1877.282542,1.3182152,103.8838417
JLN BATU BLK 2,GEYLANG METHODIST SCHOOL (PRIMARY),1673.797623,1.3182152,103.8838417
BENDEMEER RD BLK 30,BENDEMEER PRIMARY SCHOOL,326.9094227,1.3221999,103.8650726
JLN BAHAGIA BLK 55,PEI CHUN PUBLIC SCHOOL,650.6750059,1.3332385,103.8589626
UPP BOON KENG RD BLK 8,BENDEMEER PRIMARY SCHOOL,1109.003795,1.3221999,103.8650726
GEYLANG BAHRU BLK 72,BENDEMEER PRIMARY SCHOOL,692.1746104,1.3221999,103.8650726
GEYLANG BAHRU BLK 73,BENDEMEER PRIMARY SCHOOL,617.4495081,1.3221999,103.8650726
GEYLANG BAHRU BLK 57,BENDEMEER PRIMARY SCHOOL,459.8816521,1.3221999,103.8650726
